qi-k!1207,qi-$Set[Int]_prog.in_singleton_set,qi-quant-u-0,qi-quant-u-200,qi-quant-u-1,qi-$Set[Int]_prog.singleton_set_cardinality,qi-$Set[Int]_prog.card_non_negative,qi-$Set[Int]_prog.empty_set_cardinality,qi-$Set[Int]_prog.in_singleton_set_equality,qi-$Set[Int]_prog.equality_definition,qi-$Set[Int]_prog.native_equality,qi-quant-u-2,qi-quant-u-205,qi-quant-u-203,qi-quant-u-3,qi-quant-u-202,qi-$Set[Int]_prog.not_in_difference,qi-$Set[Int]_prog.in_difference,qi-$Set[Int]_prog.cardinality_difference,qi-$Set[Int]_prog.cardinality_sums,qi-$Set[Int]_prog.in_intersection_in_both,qi-$Set[Int]_prog.in_left_in_union,qi-$Set[Int]_prog.in_right_in_union,qi-$Set[Int]_prog.in_union_in_one,qi-$Set[Int]_prog.in_empty_set,qi-quant-u-4,qi-quant-u-207,qi-quant-u-5,qi-quant-u-10,qi-quant-u-219,qi-quant-u-11,qi-quant-u-217,qi-quant-u-214,qi-quant-u-6,qi-quant-u-213,qi-quant-u-7,qi-quant-u-209,qi-k!872,qi-quant-u-8,qi-quant-u-215,qi-quant-u-9,qi-quant-u-14,qi-quant-u-15,qi-quant-u-222,qi-quant-u-221,qi-quant-u-12,qi-quant-u-220,qi-quant-u-13,qi-k!1050,qi-k!1082,qi-k!1045,qi-k!1071,qi-k!1144,qi-k!1139,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@887@12@890@61,qi-k!1080,qi-quant-u-225,qi-quant-u-224,qi-k!1148,qi-quant-u-19,qi-quant-u-230,qi-k!2173,qi-k!1122,qi-k!2167,qi-quant-u-16,qi-quant-u-228,qi-quant-u-226,qi-quant-u-227,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@891@12@894@48,qi-quant-u-237,qi-quant-u-20,qi-quant-u-236,qi-quant-u-21,qi-quant-u-250,qi-quant-u-24,qi-quant-u-249,qi-quant-u-31,qi-quant-u-259,qi-quant-u-25,qi-quant-u-245,qi-k!3209,qi-quant-u-22,qi-quant-u-243,qi-quant-u-23,qi-quant-u-238,qi-quant-u-26,qi-quant-u-253,qi-$Set[Int]_prog.subset_definition,qi-k!862,qi-quant-u-28,qi-quant-u-257,qi-quant-u-256,qi-quant-u-29,qi-quant-u-255,qi-quant-u-244,qi-quant-u-44,qi-quant-u-45,qi-quant-u-279,qi-k!3990,qi-quant-u-251,qi-quant-u-252,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@764@12@766@56,qi-quant-u-34,qi-quant-u-267,qi-quant-u-35,qi-quant-u-266,qi-quant-u-32,qi-quant-u-265,qi-quant-u-33,qi-quant-u-263,qi-quant-u-46,qi-quant-u-286,qi-quant-u-47,qi-quant-u-284,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@1115@12@1117@62,qi-quant-u-272,qi-quant-u-36,qi-quant-u-271,qi-quant-u-37,qi-quant-u-269,qi-quant-u-49,qi-quant-u-289,qi-k!4699,qi-k!4707,qi-k!1131,qi-quant-u-41,qi-quant-u-40,qi-quant-u-275,qi-k!3889,qi-k!1098,qi-quant-u-278,qi-quant-u-42,qi-quant-u-277,qi-quant-u-43,qi-quant-u-283,qi-quant-u-282,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@913@6@916@41,qi-quant-u-288,qi-quant-u-287,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@286@13@288@54,qi-quant-u-296,qi-quant-u-50,qi-quant-u-295,qi-quant-u-51,qi-quant-u-274,qi-quant-u-38,qi-quant-u-273,qi-quant-u-39,qi-$Set[Int]_prog.union_right_idempotency,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@705@12@706@74,qi-quant-u-262,qi-quant-u-30,qi-quant-u-261,qi-$Set[Int]_prog.intersection_right_idempotency,qi-$Set[Int]_prog.intersection_left_idempotency,qi-$Multiset[Int]_prog.count_card,qi-$Multiset[Int]_prog.card_non_negative,qi-$Multiset[Int]_prog.card_empty,qi-quant-u-120,qi-$Multiset[Int]_prog.singleton_unionone,qi-$Multiset[Int]_prog.count_union,qi-$Multiset[Int]_prog.card_union,qi-quant-u-121,qi-quant-u-428,qi-$Multiset[Int]_prog.count_singleton,qi-$Multiset[Int]_prog.count_unionone,qi-$Multiset[Int]_prog.count_empty,qi-k!8394,qi-k!8400,qi-$Multiset[Int]_prog.card_unionone,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@1042@12@1044@47,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@404@6@406@68,qi-k!1102,qi-quant-u-146,qi-quant-u-147,qi-quant-u-476,qi-$Set[Int]_prog.union_left_idempotency,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@1204@12@1206@25,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_not_opaque/dicts_not_opaque.gobra.vpr@714@12@715@20,qi-k!1604,qi-k!1598,qi-prog.getter_over_tuple2,qi-quant-u-150,qi-quant-u-151,qi-k!1869,qi-k!2061,qi-prog.set_ax_dec,qi-prog.set_ax_bound,qi-prog.integer_ax_dec,qi-prog.integer_ax_bound,execution_time
1,24,80,73,78,10,519,518,532,79,66,29,29,24,26,24,950,828,79,114,3042,1221,1363,206,32,51,46,47,20,20,20,20,17,37,37,36,36,80,6,6,6,1,2,2,12,12,12,12,45,45,45,2,1137,214,5,1,1,1,113,12,12,2,156,15,5,5,4,4,3,13,13,13,12,13,13,13,34,34,13,13,8,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,2,9,6,8,1,1,1,1,1,5,5,5,5,42,1,1,1,1,1,7,7,17,27,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,103,9,3,2,1,5,14,9,9,2,2,18.14431118965149
1,24,88,79,88,10,530,529,595,90,77,30,30,24,26,24,984,877,78,115,3541,1378,1484,188,85,51,46,47,20,20,20,20,17,37,37,36,36,94,6,6,6,1,2,2,12,12,12,12,45,45,45,2,1225,236,5,1,1,1,126,12,12,2,166,16,5,5,4,4,3,13,13,13,12,13,13,13,36,36,13,13,24,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,3,11,8,10,1,1,1,1,1,6,6,6,6,49,1,1,1,1,1,7,7,13,23,2,3,3,3,8,5,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,2,2,4,4,4,2,2,3,115,7,3,2,1,18,14,10,9,2,2,18.972140789031982
1,24,83,78,83,10,511,511,531,78,66,29,29,24,26,24,934,824,78,111,3078,1247,1376,202,51,51,46,47,20,20,20,20,17,37,37,36,36,82,6,6,6,1,2,2,12,12,12,12,45,45,45,2,1114,221,5,1,1,1,117,12,12,2,138,15,5,5,4,4,3,13,13,13,12,13,13,13,35,35,13,13,7,5,5,5,5,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,3,10,7,9,1,1,1,1,1,6,6,6,6,47,1,1,1,1,1,8,8,14,24,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,102,8,3,2,1,4,14,9,9,2,2,19.023730754852295
1,23,75,69,74,10,488,488,456,78,65,28,28,23,25,23,820,712,73,107,2665,1029,1179,169,32,51,46,47,20,19,19,19,18,37,37,36,36,77,6,6,6,1,2,2,12,12,12,12,44,44,44,2,1006,199,5,1,1,1,106,11,11,2,157,15,5,5,4,4,3,12,12,12,11,13,13,13,33,33,12,12,7,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,3,12,9,11,1,1,1,1,1,5,5,5,5,48,1,1,1,1,1,7,7,13,23,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,100,9,3,2,1,4,8,10,9,2,2,18.92489194869995
1,23,76,72,76,10,503,502,507,80,65,29,29,24,26,23,942,750,74,109,3123,1216,1387,192,41,51,46,47,20,20,20,20,16,36,36,34,34,57,6,6,6,1,2,2,12,12,12,12,44,44,44,2,1074,204,5,1,1,1,100,11,11,2,127,15,5,5,4,4,3,13,13,13,11,13,13,13,30,30,13,13,6,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,2,10,7,9,1,1,1,1,1,6,6,6,6,45,1,1,1,1,1,7,7,16,26,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,79,9,3,2,1,4,14,9,9,2,2,18.98514676094055
1,24,84,80,84,10,533,532,548,94,79,29,29,24,26,24,935,798,81,116,3306,1270,1433,195,110,51,46,47,20,20,20,20,17,37,37,36,36,79,6,6,6,1,2,2,12,12,12,12,47,46,46,2,1147,219,5,1,1,1,108,12,12,2,152,15,5,5,4,4,3,13,13,13,12,13,13,13,30,30,13,13,7,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,2,8,5,7,1,1,1,1,1,4,4,4,4,48,1,1,1,1,1,7,7,15,25,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,102,9,3,2,1,4,14,10,9,2,2,18.909767627716064
1,23,77,70,77,10,509,509,518,80,67,29,29,23,25,23,898,813,77,113,2984,1135,1308,181,37,51,46,47,20,20,20,20,16,36,36,34,34,80,6,6,6,1,2,2,12,12,12,12,43,44,44,2,1056,207,5,1,1,1,109,10,10,2,157,15,5,5,4,4,3,13,13,13,10,13,13,13,34,34,13,13,6,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,2,12,9,10,1,1,1,1,1,6,6,6,6,52,1,1,1,1,1,7,7,14,24,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,103,9,3,2,1,4,2,9,9,2,2,18.226284503936768
1,23,83,76,83,10,528,528,530,87,72,29,29,24,26,23,920,783,79,118,3281,1269,1406,190,83,51,46,47,20,20,20,20,17,37,37,35,35,68,6,6,6,1,2,2,12,12,12,12,44,44,44,2,1150,220,5,1,1,1,115,11,11,2,154,15,5,5,4,4,3,13,13,13,11,13,13,13,34,34,13,13,7,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,2,13,10,12,1,1,1,1,1,6,6,6,6,48,1,1,1,1,1,7,7,15,25,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,90,9,3,2,1,4,14,10,9,2,2,18.4680016040802
1,23,85,79,85,10,518,518,552,78,66,28,28,24,26,23,998,893,74,113,3412,1345,1524,227,55,51,46,47,20,20,20,20,16,36,36,34,34,94,6,6,6,1,2,2,12,12,12,12,44,44,44,9,1225,233,5,1,1,1,125,11,11,2,161,15,5,5,4,4,3,13,13,13,11,13,13,13,34,34,13,13,7,6,6,6,6,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,2,11,8,10,1,1,1,1,1,5,5,5,5,47,1,1,1,1,1,8,8,15,25,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,117,9,3,2,1,4,14,9,9,2,2,18.408321857452393
1,23,85,76,85,10,512,512,537,80,67,28,28,23,25,23,953,819,73,112,3220,1268,1414,188,36,51,46,47,20,20,20,20,17,37,37,35,35,99,6,6,6,1,2,2,12,12,12,12,44,44,44,8,1203,226,5,1,1,1,124,11,11,2,185,16,5,5,4,4,3,13,13,13,11,13,13,13,36,36,13,13,24,4,4,4,4,5,5,11,1,1,1,1,1,1,2,4,6,6,2,2,2,3,10,7,9,1,1,1,1,1,6,6,6,6,51,1,1,1,1,1,7,7,13,23,2,3,3,3,8,3,5,5,5,5,2,2,1,1,1,2,1,1,1,1,1,1,1,1,6,1,8,8,8,2,1,4,2,2,2,2,10,4,2,2,8,8,7,3,3,2,1,1,2,4,4,4,2,2,3,122,9,3,2,1,18,8,10,9,2,2,18.606770277023315
