qi-k!1207,qi-$Set[Int]_prog.in_singleton_set,qi-quant-u-0,qi-quant-u-200,qi-quant-u-1,qi-$Set[Int]_prog.singleton_set_cardinality,qi-$Set[Int]_prog.card_non_negative,qi-$Set[Int]_prog.empty_set_cardinality,qi-$Set[Int]_prog.in_singleton_set_equality,qi-$Set[Int]_prog.equality_definition,qi-$Set[Int]_prog.native_equality,qi-quant-u-2,qi-quant-u-205,qi-quant-u-203,qi-quant-u-3,qi-quant-u-202,qi-$Set[Int]_prog.not_in_difference,qi-$Set[Int]_prog.in_difference,qi-$Set[Int]_prog.cardinality_difference,qi-$Set[Int]_prog.cardinality_sums,qi-$Set[Int]_prog.in_intersection_in_both,qi-$Set[Int]_prog.in_left_in_union,qi-$Set[Int]_prog.in_union_in_one,qi-$Set[Int]_prog.in_empty_set,qi-$Set[Int]_prog.in_right_in_union,qi-quant-u-4,qi-quant-u-207,qi-quant-u-5,qi-quant-u-10,qi-quant-u-219,qi-quant-u-11,qi-quant-u-217,qi-quant-u-214,qi-quant-u-6,qi-quant-u-213,qi-quant-u-7,qi-quant-u-209,qi-k!872,qi-quant-u-8,qi-quant-u-215,qi-quant-u-9,qi-quant-u-15,qi-quant-u-222,qi-quant-u-221,qi-quant-u-12,qi-quant-u-220,qi-quant-u-13,qi-k!1050,qi-k!1082,qi-k!1045,qi-k!1071,qi-k!1144,qi-k!1139,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@931@12@934@61,qi-k!1080,qi-k!1148,qi-quant-u-19,qi-quant-u-230,qi-k!2173,qi-k!1122,qi-k!2167,qi-quant-u-16,qi-quant-u-228,qi-quant-u-226,qi-quant-u-227,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@935@12@938@48,qi-quant-u-237,qi-quant-u-20,qi-quant-u-236,qi-quant-u-21,qi-quant-u-250,qi-quant-u-24,qi-quant-u-249,qi-quant-u-33,qi-quant-u-261,qi-quant-u-25,qi-quant-u-245,qi-k!3250,qi-quant-u-22,qi-quant-u-243,qi-quant-u-23,qi-quant-u-238,qi-quant-u-26,qi-quant-u-253,qi-$Set[Int]_prog.subset_definition,qi-k!862,qi-quant-u-256,qi-quant-u-29,qi-quant-u-255,qi-quant-u-244,qi-quant-u-44,qi-quant-u-45,qi-quant-u-279,qi-k!3964,qi-quant-u-251,qi-quant-u-252,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@800@12@802@56,qi-quant-u-36,qi-quant-u-269,qi-quant-u-37,qi-quant-u-35,qi-quant-u-265,qi-quant-u-290,qi-quant-u-51,qi-quant-u-288,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@1175@12@1177@62,qi-quant-u-39,qi-quant-u-271,qi-quant-u-272,qi-quant-u-53,qi-quant-u-293,qi-k!4877,qi-k!4885,qi-k!1131,qi-$Multiset[Int]_prog.count_card,qi-$Multiset[Int]_prog.card_non_negative,qi-$Multiset[Int]_prog.card_empty,qi-quant-u-68,qi-$Multiset[Int]_prog.singleton_unionone,qi-$Multiset[Int]_prog.count_union,qi-$Multiset[Int]_prog.card_union,qi-quant-u-69,qi-quant-u-323,qi-$Multiset[Int]_prog.count_empty,qi-$Multiset[Int]_prog.count_singleton,qi-$Multiset[Int]_prog.count_unionone,qi-k!6000,qi-k!6006,qi-$Multiset[Int]_prog.card_unionone,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@1097@12@1099@47,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@747@12@748@20,qi-$Set[Int]_prog.intersection_right_idempotency,qi-$Set[Int]_prog.intersection_left_idempotency,qi-quant-u-278,qi-quant-u-42,qi-quant-u-277,qi-quant-u-43,qi-quant-u-260,qi-quant-u-30,qi-quant-u-259,qi-quant-u-31,qi-$Set[Int]_prog.union_right_idempotency,qi-$Set[Int]_prog.union_left_idempotency,qi-quant-u-283,qi-quant-u-282,qi-quant-u-47,qi-quant-u-46,qi-quant-u-284,qi-k!4261,qi-quant-u-287,qi-quant-u-48,qi-quant-u-286,qi-quant-u-49,qi-quant-u-264,qi-quant-u-32,qi-quant-u-263,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@290@13@292@54,qi-k!1098,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@419@6@421@68,qi-k!1102,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@737@12@738@74,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@1269@12@1271@25,qi-prog./home/daniel/practical-work/gobra-libs-eval/report/code/standard_library/dicts_opaque/dicts_opaque.gobra.vpr@958@6@961@41,qi-quant-u-185,qi-quant-u-553,qi-k!1604,qi-k!1598,qi-prog.getter_over_tuple2,qi-quant-u-132,qi-quant-u-133,qi-k!1893,qi-k!2175,qi-prog.set_ax_dec,qi-prog.set_ax_bound,qi-prog.integer_ax_dec,qi-prog.integer_ax_bound,execution_time
1,22,79,72,79,9,498,496,534,84,71,28,28,22,24,22,848,812,68,106,3137,1157,188,109,1346,50,45,46,19,18,18,18,17,34,34,33,33,80,5,5,5,1,1,12,12,12,12,44,44,44,1,1206,228,5,1,121,11,11,5,171,1,5,5,4,4,3,12,12,12,11,13,13,13,35,35,12,12,10,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,3,2,2,3,8,5,7,1,1,4,4,4,46,1,1,5,7,7,14,24,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,2,2,1,2,1,4,4,103,9,3,2,1,4,8,10,9,2,2,18.495521306991577
1,23,83,76,83,9,497,496,573,79,65,29,29,23,25,23,895,868,69,104,3043,1196,195,49,1334,50,45,46,19,19,19,19,16,34,34,33,33,88,5,5,5,1,1,12,12,12,12,45,45,45,4,1228,234,5,1,123,12,12,5,172,1,5,5,4,4,3,13,13,13,12,13,13,13,35,35,13,13,3,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,3,2,2,2,9,6,8,1,1,5,5,5,43,1,1,5,7,7,18,28,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,1,2,1,2,1,4,4,110,9,3,2,1,4,2,9,9,2,2,18.293484449386597
1,23,81,75,81,9,502,501,535,82,67,29,29,23,25,23,865,785,71,108,2984,1161,209,63,1311,50,45,46,19,19,19,19,15,33,33,32,32,85,5,5,5,1,1,12,12,12,12,47,46,46,2,1167,229,5,1,120,12,12,5,159,1,5,5,4,4,3,13,13,13,12,13,13,13,34,34,13,13,4,6,6,6,6,5,5,11,1,1,1,1,2,4,6,6,2,2,2,2,8,5,7,1,1,4,4,4,45,1,1,5,7,7,15,25,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,1,2,1,2,1,4,4,108,10,3,2,1,5,2,9,9,2,2,18.440985202789307
1,23,82,76,81,9,485,484,503,87,74,29,29,23,25,23,820,734,69,106,2941,1124,174,91,1255,50,45,46,19,19,19,19,15,33,33,32,32,86,5,5,5,1,1,12,12,12,12,45,45,45,3,1189,213,5,1,113,12,12,5,166,1,5,5,4,4,3,13,13,13,12,13,13,13,32,32,13,13,3,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,3,2,2,3,8,5,7,1,1,4,4,4,50,1,1,5,7,7,13,23,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,1,2,1,2,1,4,4,106,8,3,2,1,18,4,9,9,2,2,19.511987686157227
1,22,78,71,78,9,509,508,526,90,76,27,27,22,24,22,830,775,70,109,3111,1186,189,123,1327,50,45,46,19,18,18,18,17,34,34,33,33,78,5,5,5,1,1,12,12,12,12,46,45,45,1,1177,227,5,1,118,11,11,5,159,1,5,5,4,4,3,12,12,12,11,13,13,13,34,34,12,12,10,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,3,2,2,3,11,8,10,1,1,6,6,6,49,1,1,5,7,7,12,22,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,1,2,1,2,1,4,4,100,9,3,2,1,6,8,10,9,2,2,18.4862322807312
1,23,80,73,80,9,498,496,551,84,72,28,28,23,25,23,848,792,66,103,3184,1217,197,123,1365,50,45,46,19,19,19,19,15,33,33,32,32,76,5,5,5,1,1,12,12,12,12,45,45,45,8,1238,237,5,1,125,12,12,5,154,1,5,5,4,4,3,13,13,13,12,13,13,13,35,35,13,13,3,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,3,2,2,3,9,6,8,1,1,5,5,5,38,1,1,5,7,7,18,28,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,5,2,2,1,2,1,4,4,97,9,3,2,1,6,14,9,9,2,2,18.433714389801025
1,22,77,70,77,9,499,497,540,85,71,28,28,22,24,22,834,789,70,107,2865,1098,192,63,1247,50,45,46,19,19,19,19,17,35,35,33,33,86,5,5,5,1,1,12,12,12,12,46,45,45,1,1135,224,5,1,123,11,11,5,168,1,5,5,4,4,3,13,13,13,11,13,13,13,35,35,13,13,6,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,2,2,2,3,11,8,10,1,1,6,6,6,49,1,1,5,7,7,14,24,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,2,2,1,2,1,4,4,108,9,3,2,1,4,8,10,9,2,2,19.05180835723877
1,22,75,69,75,9,477,475,504,80,66,27,27,22,24,22,811,781,68,102,2669,1042,176,46,1247,50,45,46,19,18,18,18,15,32,32,31,31,90,5,5,5,1,1,12,12,12,12,45,44,44,3,1118,221,5,1,124,10,10,5,158,1,5,5,4,4,3,12,12,12,10,13,13,13,34,34,12,12,6,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,3,2,2,3,10,7,9,1,1,6,6,6,41,1,1,5,7,7,17,27,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,5,2,2,1,2,1,4,4,112,9,3,2,1,4,2,9,9,2,2,19.22210168838501
1,22,79,74,79,9,486,485,514,79,65,29,29,22,24,22,835,739,67,102,2862,1099,183,42,1277,50,45,46,19,19,19,19,16,34,34,32,32,80,5,5,5,1,1,12,12,12,12,44,44,44,9,1138,221,5,1,114,11,11,5,156,1,5,5,4,4,3,13,13,13,11,13,13,13,33,33,13,13,4,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,2,2,2,3,13,10,12,1,1,6,6,6,40,1,1,5,7,7,18,28,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,1,2,1,2,1,4,4,103,9,3,2,1,4,8,9,9,2,2,18.388686418533325
1,22,84,75,84,9,479,478,562,79,66,28,28,23,25,23,866,819,67,102,2868,1085,171,43,1322,50,45,46,19,19,19,19,17,35,35,33,33,82,5,5,5,1,1,12,12,12,12,44,44,44,4,1158,218,5,1,118,11,11,5,167,1,5,5,4,4,3,13,13,13,11,13,13,13,35,35,13,13,10,4,4,4,4,5,5,11,1,1,1,1,2,4,6,6,2,2,2,3,11,8,10,1,1,6,6,6,46,1,1,5,7,7,14,24,2,4,2,2,2,2,10,4,2,2,7,8,8,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,6,2,2,2,3,3,3,8,5,5,5,5,8,8,8,3,3,2,2,1,2,1,4,4,104,9,3,2,1,28,2,10,9,2,2,19.110204935073853
